subjID,is_control,eval_index,eval_id,eval_n_start_ts,rule_text,category,evidence,input_rule_rating,eval_n_end_ts
user_1595911399383,True,8,2,1595911901127,"If a lure combination has a yellow shape or a diamond on the bottom, it will catch fish.",distractor,1,100,1595911915559
user_1595380579336,True,1,2,1595381070371,"If a lure combination has a yellow shape or a diamond on the bottom, it will catch fish.",distractor,1,100,1595381100203
user_1595380579336,True,2,8,1595381100203,"There is no pattern to which lure combinations catch fish: the results are random, but there are approximately equal numbers that catch fish and don’t.",rand,0,100,1595381118315
user_1595380579336,True,3,7,1595381118315,"If a lure combination has a rounded top shape that resembles a fish's body, it will catch fish.",abstract_shape,0.75,21,1595381145839
user_1595380579336,True,4,4,1595381145840,"If a lure combination has a pointy shape on the bottom, it will catch fish.",target,1,91,1595381161937
user_1595380579336,True,5,5,1595381161937,"If a lure combination has a red shape on the bottom, it will catch fish.",misc,0.25,18,1595381171334
user_1595380579336,True,6,6,1595381171334,"If a lure combination has a purple dot on at least one of the lures, it will catch fish.",misc,0.75,1,1595381186444
user_1595380579336,True,7,1,1595381186444,"If a lure combination has a blue shape, it will catch fish.",misc,0.5,1,1595381194859
user_1595380579336,True,8,3,1595381194859,"If a lure combination has a top lure with bright colors that are more visible under water (red or yellow), it will catch fish.",abstract_color,0.75,3,1595381207105
user_1595827209469,True,1,1,1595827684324,"If a lure combination has a blue shape, it will catch fish.",misc,0.5,1,1595827708042
user_1595827209469,True,2,6,1595827708042,"If a lure combination has a purple dot on at least one of the lures, it will catch fish.",misc,0.75,74,1595827735469
user_1595827209469,True,3,8,1595827735470,"There is no pattern to which lure combinations catch fish: the results are random, but there are approximately equal numbers that catch fish and don’t.",rand,0,21,1595827759158
user_1595827209469,True,4,2,1595827759158,"If a lure combination has a yellow shape or a diamond on the bottom, it will catch fish.",distractor,1,57,1595827787460
user_1595827209469,True,5,3,1595827787460,"If a lure combination has a top lure with bright colors that are more visible under water (red or yellow), it will catch fish.",abstract_color,0.75,1,1595827800513
user_1595827209469,True,6,4,1595827800514,"If a lure combination has a pointy shape on the bottom, it will catch fish.",target,1,100,1595827815755
user_1595827209469,True,7,7,1595827815755,"If a lure combination has a rounded top shape that resembles a fish's body, it will catch fish.",abstract_shape,0.75,83,1595827829377
user_1595827209469,True,8,5,1595827829377,"If a lure combination has a red shape on the bottom, it will catch fish.",misc,0.25,1,1595827838756
user_1594197318329,False,1,8,1594197830343,"There is no pattern to which lure combinations catch fish: the results are random, but there are approximately equal numbers that catch fish and don’t.",rand,0,80,1594197869832
user_1594197318329,False,2,2,1594197869832,"If a lure combination has a yellow shape or a diamond on the bottom, it will catch fish.",distractor,1,6,1594197887498
user_1594197318329,False,3,7,1594197887499,"If a lure combination has a rounded top shape that resembles a fish's body, it will catch fish.",abstract_shape,0.75,5,1594197897169
user_1594197318329,False,4,1,1594197897170,"If a lure combination has a blue shape, it will catch fish.",misc,0.5,4,1594197905646
user_1594197318329,False,5,4,1594197905646,"If a lure combination has a pointy shape on the bottom, it will catch fish.",target,1,8,1594197914065
user_1594197318329,False,6,5,1594197914065,"If a lure combination has a red shape on the bottom, it will catch fish.",misc,0.25,8,1594197919566
user_1594197318329,False,7,3,1594197919567,"If a lure combination has a top lure with bright colors that are more visible under water (red or yellow), it will catch fish.",abstract_color,0.75,4,1594197930666
user_1594197318329,False,8,6,1594197930667,"If a lure combination has a purple dot on at least one of the lures, it will catch fish.",misc,0.75,84,1594197940874
user_1595253071762,True,1,7,1595253595064,"If a lure combination has a rounded top shape that resembles a fish's body, it will catch fish.",abstract_shape,0.75,3,1595253608631
user_1595253071762,True,2,4,1595253608632,"If a lure combination has a pointy shape on the bottom, it will catch fish.",target,1,74,1595253631831
user_1595253071762,True,3,3,1595253631832,"If a lure combination has a top lure with bright colors that are more visible under water (red or yellow), it will catch fish.",abstract_color,0.75,33,1595253647443
user_1595253071762,True,4,1,1595253647443,"If a lure combination has a blue shape, it will catch fish.",misc,0.5,1,1595253654603
user_1595253071762,True,5,6,1595253654604,"If a lure combination has a purple dot on at least one of the lures, it will catch fish.",misc,0.75,93,1595253661591
user_1595253071762,True,6,2,1595253661591,"If a lure combination has a yellow shape or a diamond on the bottom, it will catch fish.",distractor,1,74,1595253700731
user_1595253071762,True,7,5,1595253700731,"If a lure combination has a red shape on the bottom, it will catch fish.",misc,0.25,11,1595253720493
user_1595253071762,True,8,8,1595253720493,"There is no pattern to which lure combinations catch fish: the results are random, but there are approximately equal numbers that catch fish and don’t.",rand,0,39,1595253729360
user_1595996986613,False,1,1,1595997368001,"If a lure combination has a blue shape, it will catch fish.",misc,0.5,18,1595997386268
user_1595996986613,False,2,8,1595997386269,"There is no pattern to which lure combinations catch fish: the results are random, but there are approximately equal numbers that catch fish and don’t.",rand,0,39,1595997396097
user_1595996986613,False,3,2,1595997396098,"If a lure combination has a yellow shape or a diamond on the bottom, it will catch fish.",distractor,1,49,1595997410163
user_1595996986613,False,4,5,1595997410164,"If a lure combination has a red shape on the bottom, it will catch fish.",misc,0.25,1,1595997417275
user_1595996986613,False,5,7,1595997417277,"If a lure combination has a rounded top shape that resembles a fish's body, it will catch fish.",abstract_shape,0.75,46,1595997428819
user_1595996986613,False,6,6,1595997428819,"If a lure combination has a purple dot on at least one of the lures, it will catch fish.",misc,0.75,42,1595997439758
user_1595996986613,False,7,3,1595997439759,"If a lure combination has a top lure with bright colors that are more visible under water (red or yellow), it will catch fish.",abstract_color,0.75,38,1595997448000
user_1595996986613,False,8,4,1595997448001,"If a lure combination has a pointy shape on the bottom, it will catch fish.",target,1,65,1595997452058
user_1595371819266,False,1,5,1595372127504,"If a lure combination has a red shape on the bottom, it will catch fish.",misc,0.25,1,1595372137911
user_1595371819266,False,2,7,1595372137912,"If a lure combination has a rounded top shape that resembles a fish's body, it will catch fish.",abstract_shape,0.75,1,1595372143260
user_1595371819266,False,3,3,1595372143261,"If a lure combination has a top lure with bright colors that are more visible under water (red or yellow), it will catch fish.",abstract_color,0.75,1,1595372149653
user_1595371819266,False,4,1,1595372149654,"If a lure combination has a blue shape, it will catch fish.",misc,0.5,1,1595372153658
user_1595371819266,False,5,6,1595372153659,"If a lure combination has a purple dot on at least one of the lures, it will catch fish.",misc,0.75,1,1595372158502
user_1595371819266,False,6,2,1595372158503,"If a lure combination has a yellow shape or a diamond on the bottom, it will catch fish.",distractor,1,74,1595372172284
user_1595371819266,False,7,8,1595372172285,"There is no pattern to which lure combinations catch fish: the results are random, but there are approximately equal numbers that catch fish and don’t.",rand,0,25,1595372177669
user_1595371819266,False,8,4,1595372177669,"If a lure combination has a pointy shape on the bottom, it will catch fish.",target,1,100,1595372182058
user_1594955125791,False,1,1,1594955760068,"If a lure combination has a blue shape, it will catch fish.",misc,0.5,1,1594955770924
user_1594955125791,False,2,4,1594955770925,"If a lure combination has a pointy shape on the bottom, it will catch fish.",target,1,79,1594955786281
user_1594955125791,False,3,6,1594955786281,"If a lure combination has a purple dot on at least one of the lures, it will catch fish.",misc,0.75,1,1594955798143
user_1594955125791,False,4,3,1594955798143,"If a lure combination has a top lure with bright colors that are more visible under water (red or yellow), it will catch fish.",abstract_color,0.75,1,1594955813871
user_1594955125791,False,5,2,1594955813872,"If a lure combination has a yellow shape or a diamond on the bottom, it will catch fish.",distractor,1,1,1594955830565
user_1594955125791,False,6,5,1594955830565,"If a lure combination has a red shape on the bottom, it will catch fish.",misc,0.25,1,1594955835584
user_1594955125791,False,7,7,1594955835585,"If a lure combination has a rounded top shape that resembles a fish's body, it will catch fish.",abstract_shape,0.75,1,1594955847769
user_1594955125791,False,8,8,1594955847769,"There is no pattern to which lure combinations catch fish: the results are random, but there are approximately equal numbers that catch fish and don’t.",rand,0,84,1594955865827
user_1594241867626,False,1,6,1594242130495,"If a lure combination has a purple dot on at least one of the lures, it will catch fish.",misc,0.75,1,1594242147592
user_1594241867626,False,2,2,1594242147593,"If a lure combination has a yellow shape or a diamond on the bottom, it will catch fish.",distractor,1,35,1594242168898
user_1594241867626,False,3,8,1594242168899,"There is no pattern to which lure combinations catch fish: the results are random, but there are approximately equal numbers that catch fish and don’t.",rand,0,24,1594242177884
user_1594241867626,False,4,4,1594242177885,"If a lure combination has a pointy shape on the bottom, it will catch fish.",target,1,100,1594242182072
user_1594241867626,False,5,7,1594242182074,"If a lure combination has a rounded top shape that resembles a fish's body, it will catch fish.",abstract_shape,0.75,29,1594242193403
user_1594241867626,False,6,3,1594242193404,"If a lure combination has a top lure with bright colors that are more visible under water (red or yellow), it will catch fish.",abstract_color,0.75,1,1594242204157
user_1594241867626,False,7,5,1594242204158,"If a lure combination has a red shape on the bottom, it will catch fish.",misc,0.25,1,1594242209037
user_1594241867626,False,8,1,1594242209039,"If a lure combination has a blue shape, it will catch fish.",misc,0.5,1,1594242213615
user_1594204526397,True,1,3,1594205333733,"If a lure combination has a top lure with bright colors that are more visible under water (red or yellow), it will catch fish.",abstract_color,0.75,33,1594205352295
user_1594204526397,True,2,7,1594205352295,"If a lure combination has a rounded top shape that resembles a fish's body, it will catch fish.",abstract_shape,0.75,75,1594205358545
user_1594204526397,True,3,5,1594205358545,"If a lure combination has a red shape on the bottom, it will catch fish.",misc,0.25,8,1594205366738
user_1594204526397,True,4,4,1594205366738,"If a lure combination has a pointy shape on the bottom, it will catch fish.",target,1,91,1594205372327
user_1594204526397,True,5,2,1594205372327,"If a lure combination has a yellow shape or a diamond on the bottom, it will catch fish.",distractor,1,84,1594205381564
user_1594204526397,True,6,8,1594205381565,"There is no pattern to which lure combinations catch fish: the results are random, but there are approximately equal numbers that catch fish and don’t.",rand,0,23,1594205391276
user_1594204526397,True,7,1,1594205391276,"If a lure combination has a blue shape, it will catch fish.",misc,0.5,36,1594205401742
user_1594204526397,True,8,6,1594205401742,"If a lure combination has a purple dot on at least one of the lures, it will catch fish.",misc,0.75,62,1594205411544
user_1594631978448,True,1,4,1594632628093,"If a lure combination has a pointy shape on the bottom, it will catch fish.",target,1,78,1594632646607
user_1594631978448,True,2,6,1594632646607,"If a lure combination has a purple dot on at least one of the lures, it will catch fish.",misc,0.75,85,1594632659228
user_1594631978448,True,3,2,1594632659228,"If a lure combination has a yellow shape or a diamond on the bottom, it will catch fish.",distractor,1,1,1594632678137
user_1594631978448,True,4,7,1594632678137,"If a lure combination has a rounded top shape that resembles a fish's body, it will catch fish.",abstract_shape,0.75,13,1594632697959
user_1594631978448,True,5,1,1594632697960,"If a lure combination has a blue shape, it will catch fish.",misc,0.5,7,1594632705952
user_1594631978448,True,6,3,1594632705953,"If a lure combination has a top lure with bright colors that are more visible under water (red or yellow), it will catch fish.",abstract_color,0.75,20,1594632728460
user_1594631978448,True,7,8,1594632728461,"There is no pattern to which lure combinations catch fish: the results are random, but there are approximately equal numbers that catch fish and don’t.",rand,0,10,1594632737781
user_1594631978448,True,8,5,1594632737782,"If a lure combination has a red shape on the bottom, it will catch fish.",misc,0.25,1,1594632746484
user_1595836551581,False,1,7,1595836964333,"If a lure combination has a rounded top shape that resembles a fish's body, it will catch fish.",abstract_shape,0.75,22,1595836995963
user_1595836551581,False,2,4,1595836995963,"If a lure combination has a pointy shape on the bottom, it will catch fish.",target,1,99,1595837004106
user_1595836551581,False,3,2,1595837004106,"If a lure combination has a yellow shape or a diamond on the bottom, it will catch fish.",distractor,1,98,1595837014870
user_1595836551581,False,4,3,1595837014870,"If a lure combination has a top lure with bright colors that are more visible under water (red or yellow), it will catch fish.",abstract_color,0.75,53,1595837028523
user_1595836551581,False,5,1,1595837028523,"If a lure combination has a blue shape, it will catch fish.",misc,0.5,24,1595837042468
user_1595836551581,False,6,6,1595837042468,"If a lure combination has a purple dot on at least one of the lures, it will catch fish.",misc,0.75,1,1595837053042
user_1595836551581,False,7,8,1595837053043,"There is no pattern to which lure combinations catch fish: the results are random, but there are approximately equal numbers that catch fish and don’t.",rand,0,1,1595837060655
user_1595836551581,False,8,5,1595837060655,"If a lure combination has a red shape on the bottom, it will catch fish.",misc,0.25,1,1595837069939
user_1595885345560,True,1,5,1595885508489,"If a lure combination has a red shape on the bottom, it will catch fish.",misc,0.25,4,1595885513764
user_1595885345560,True,2,1,1595885513764,"If a lure combination has a blue shape, it will catch fish.",misc,0.5,73,1595885519147
user_1595885345560,True,3,3,1595885519148,"If a lure combination has a top lure with bright colors that are more visible under water (red or yellow), it will catch fish.",abstract_color,0.75,61,1595885527607
user_1595885345560,True,4,8,1595885527608,"There is no pattern to which lure combinations catch fish: the results are random, but there are approximately equal numbers that catch fish and don’t.",rand,0,19,1595885531563
user_1595885345560,True,5,4,1595885531563,"If a lure combination has a pointy shape on the bottom, it will catch fish.",target,1,85,1595885539101
user_1595885345560,True,6,6,1595885539101,"If a lure combination has a purple dot on at least one of the lures, it will catch fish.",misc,0.75,20,1595885544384
user_1595885345560,True,7,7,1595885544385,"If a lure combination has a rounded top shape that resembles a fish's body, it will catch fish.",abstract_shape,0.75,16,1595885549142
user_1595885345560,True,8,2,1595885549142,"If a lure combination has a yellow shape or a diamond on the bottom, it will catch fish.",distractor,1,85,1595885557704
user_1594770781540,False,1,1,1594770981759,"If a lure combination has a blue shape, it will catch fish.",misc,0.5,13,1594770992293
user_1594770781540,False,2,4,1594770992294,"If a lure combination has a pointy shape on the bottom, it will catch fish.",target,1,100,1594770999164
user_1594770781540,False,3,7,1594770999164,"If a lure combination has a rounded top shape that resembles a fish's body, it will catch fish.",abstract_shape,0.75,46,1594771006957
user_1594770781540,False,4,5,1594771006957,"If a lure combination has a red shape on the bottom, it will catch fish.",misc,0.25,23,1594771012352
user_1594770781540,False,5,3,1594771012353,"If a lure combination has a top lure with bright colors that are more visible under water (red or yellow), it will catch fish.",abstract_color,0.75,38,1594771015814
user_1594770781540,False,6,2,1594771015815,"If a lure combination has a yellow shape or a diamond on the bottom, it will catch fish.",distractor,1,68,1594771018201
user_1594770781540,False,7,6,1594771018202,"If a lure combination has a purple dot on at least one of the lures, it will catch fish.",misc,0.75,69,1594771020541
user_1594770781540,False,8,8,1594771020541,"There is no pattern to which lure combinations catch fish: the results are random, but there are approximately equal numbers that catch fish and don’t.",rand,0,22,1594771023026
user_1594772128838,True,1,2,1594772381498,"If a lure combination has a yellow shape or a diamond on the bottom, it will catch fish.",distractor,1,82,1594772396358
user_1594772128838,True,2,8,1594772396358,"There is no pattern to which lure combinations catch fish: the results are random, but there are approximately equal numbers that catch fish and don’t.",rand,0,38,1594772411518
user_1594772128838,True,3,3,1594772411518,"If a lure combination has a top lure with bright colors that are more visible under water (red or yellow), it will catch fish.",abstract_color,0.75,20,1594772425900
user_1594772128838,True,4,1,1594772425900,"If a lure combination has a blue shape, it will catch fish.",misc,0.5,10,1594772433150
user_1594772128838,True,5,4,1594772433151,"If a lure combination has a pointy shape on the bottom, it will catch fish.",target,1,74,1594772441680
user_1594772128838,True,6,5,1594772441681,"If a lure combination has a red shape on the bottom, it will catch fish.",misc,0.25,4,1594772449130
user_1594772128838,True,7,6,1594772449131,"If a lure combination has a purple dot on at least one of the lures, it will catch fish.",misc,0.75,24,1594772460613
user_1594772128838,True,8,7,1594772460614,"If a lure combination has a rounded top shape that resembles a fish's body, it will catch fish.",abstract_shape,0.75,5,1594772472857
user_1594200719250,False,1,7,1594201145063,"If a lure combination has a rounded top shape that resembles a fish's body, it will catch fish.",abstract_shape,0.75,6,1594201167776
user_1594200719250,False,2,4,1594201167776,"If a lure combination has a pointy shape on the bottom, it will catch fish.",target,1,100,1594201172677
user_1594200719250,False,3,2,1594201172678,"If a lure combination has a yellow shape or a diamond on the bottom, it will catch fish.",distractor,1,23,1594201193374
user_1594200719250,False,4,6,1594201193374,"If a lure combination has a purple dot on at least one of the lures, it will catch fish.",misc,0.75,7,1594201204567
user_1594200719250,False,5,5,1594201204567,"If a lure combination has a red shape on the bottom, it will catch fish.",misc,0.25,1,1594201210849
user_1594200719250,False,6,1,1594201210849,"If a lure combination has a blue shape, it will catch fish.",misc,0.5,1,1594201217026
user_1594200719250,False,7,3,1594201217026,"If a lure combination has a top lure with bright colors that are more visible under water (red or yellow), it will catch fish.",abstract_color,0.75,1,1594201225636
user_1594200719250,False,8,8,1594201225637,"There is no pattern to which lure combinations catch fish: the results are random, but there are approximately equal numbers that catch fish and don’t.",rand,0,1,1594201231333
user_1595832060275,False,1,1,1595832380937,"If a lure combination has a blue shape, it will catch fish.",misc,0.5,15,1595832397380
user_1595832060275,False,2,3,1595832397380,"If a lure combination has a top lure with bright colors that are more visible under water (red or yellow), it will catch fish.",abstract_color,0.75,100,1595832407485
user_1595832060275,False,3,8,1595832407486,"There is no pattern to which lure combinations catch fish: the results are random, but there are approximately equal numbers that catch fish and don’t.",rand,0,57,1595832416127
user_1595832060275,False,4,5,1595832416127,"If a lure combination has a red shape on the bottom, it will catch fish.",misc,0.25,12,1595832424381
user_1595832060275,False,5,6,1595832424382,"If a lure combination has a purple dot on at least one of the lures, it will catch fish.",misc,0.75,100,1595832439055
user_1595832060275,False,6,4,1595832439055,"If a lure combination has a pointy shape on the bottom, it will catch fish.",target,1,100,1595832455585
user_1595832060275,False,7,7,1595832455585,"If a lure combination has a rounded top shape that resembles a fish's body, it will catch fish.",abstract_shape,0.75,77,1595832465295
user_1595832060275,False,8,2,1595832465296,"If a lure combination has a yellow shape or a diamond on the bottom, it will catch fish.",distractor,1,81,1595832479550
user_1595729979286,True,1,3,1595730397679,"If a lure combination has a top lure with bright colors that are more visible under water (red or yellow), it will catch fish.",abstract_color,0.75,19,1595730417103
user_1595729979286,True,2,7,1595730417103,"If a lure combination has a rounded top shape that resembles a fish's body, it will catch fish.",abstract_shape,0.75,9,1595730433598
user_1595729979286,True,3,2,1595730433598,"If a lure combination has a yellow shape or a diamond on the bottom, it will catch fish.",distractor,1,64,1595730450727
user_1595729979286,True,4,4,1595730450728,"If a lure combination has a pointy shape on the bottom, it will catch fish.",target,1,84,1595730459921
user_1595729979286,True,5,6,1595730459921,"If a lure combination has a purple dot on at least one of the lures, it will catch fish.",misc,0.75,74,1595730467624
user_1595729979286,True,6,5,1595730467625,"If a lure combination has a red shape on the bottom, it will catch fish.",misc,0.25,1,1595730477498
user_1595729979286,True,7,8,1595730477498,"There is no pattern to which lure combinations catch fish: the results are random, but there are approximately equal numbers that catch fish and don’t.",rand,0,43,1595730486356
user_1595729979286,True,8,1,1595730486357,"If a lure combination has a blue shape, it will catch fish.",misc,0.5,1,1595730494324
user_1594931734727,True,1,5,1594932097739,"If a lure combination has a red shape on the bottom, it will catch fish.",misc,0.25,5,1594932110717
user_1594931734727,True,2,1,1594932110718,"If a lure combination has a blue shape, it will catch fish.",misc,0.5,54,1594932123343
user_1594931734727,True,3,6,1594932123343,"If a lure combination has a purple dot on at least one of the lures, it will catch fish.",misc,0.75,88,1594932131330
user_1594931734727,True,4,3,1594932131330,"If a lure combination has a top lure with bright colors that are more visible under water (red or yellow), it will catch fish.",abstract_color,0.75,88,1594932147735
user_1594931734727,True,5,2,1594932147735,"If a lure combination has a yellow shape or a diamond on the bottom, it will catch fish.",distractor,1,69,1594932157558
user_1594931734727,True,6,4,1594932157558,"If a lure combination has a pointy shape on the bottom, it will catch fish.",target,1,100,1594932166313
user_1594931734727,True,7,8,1594932166313,"There is no pattern to which lure combinations catch fish: the results are random, but there are approximately equal numbers that catch fish and don’t.",rand,0,33,1594932175457
user_1594931734727,True,8,7,1594932175457,"If a lure combination has a rounded top shape that resembles a fish's body, it will catch fish.",abstract_shape,0.75,44,1594932187764
user_1594326397424,True,1,2,1594326752605,"If a lure combination has a yellow shape or a diamond on the bottom, it will catch fish.",distractor,1,79,1594326779787
user_1594326397424,True,2,4,1594326779787,"If a lure combination has a pointy shape on the bottom, it will catch fish.",target,1,100,1594326786442
user_1594326397424,True,3,6,1594326786442,"If a lure combination has a purple dot on at least one of the lures, it will catch fish.",misc,0.75,33,1594326795908
user_1594326397424,True,4,1,1594326795908,"If a lure combination has a blue shape, it will catch fish.",misc,0.5,19,1594326803440
user_1594326397424,True,5,8,1594326803440,"There is no pattern to which lure combinations catch fish: the results are random, but there are approximately equal numbers that catch fish and don’t.",rand,0,73,1594326814628
user_1594326397424,True,6,7,1594326814628,"If a lure combination has a rounded top shape that resembles a fish's body, it will catch fish.",abstract_shape,0.75,38,1594326830219
user_1594326397424,True,7,3,1594326830219,"If a lure combination has a top lure with bright colors that are more visible under water (red or yellow), it will catch fish.",abstract_color,0.75,60,1594326839761
user_1594326397424,True,8,5,1594326839761,"If a lure combination has a red shape on the bottom, it will catch fish.",misc,0.25,1,1594326846396
user_1594333046873,False,1,1,1594333353085,"If a lure combination has a blue shape, it will catch fish.",misc,0.5,31,1594333362952
user_1594333046873,False,2,2,1594333362952,"If a lure combination has a yellow shape or a diamond on the bottom, it will catch fish.",distractor,1,32,1594333376586
user_1594333046873,False,3,4,1594333376586,"If a lure combination has a pointy shape on the bottom, it will catch fish.",target,1,78,1594333382193
user_1594333046873,False,4,3,1594333382193,"If a lure combination has a top lure with bright colors that are more visible under water (red or yellow), it will catch fish.",abstract_color,0.75,46,1594333395635
user_1594333046873,False,5,7,1594333395635,"If a lure combination has a rounded top shape that resembles a fish's body, it will catch fish.",abstract_shape,0.75,59,1594333407337
user_1594333046873,False,6,8,1594333407337,"There is no pattern to which lure combinations catch fish: the results are random, but there are approximately equal numbers that catch fish and don’t.",rand,0,6,1594333415310
user_1594333046873,False,7,6,1594333415310,"If a lure combination has a purple dot on at least one of the lures, it will catch fish.",misc,0.75,28,1594333421756
user_1594333046873,False,8,5,1594333421756,"If a lure combination has a red shape on the bottom, it will catch fish.",misc,0.25,26,1594333425983
user_1595573077309,False,1,4,1595573542184,"If a lure combination has a pointy shape on the bottom, it will catch fish.",target,1,87,1595573557174
user_1595573077309,False,2,7,1595573557174,"If a lure combination has a rounded top shape that resembles a fish's body, it will catch fish.",abstract_shape,0.75,41,1595573572276
user_1595573077309,False,3,6,1595573572276,"If a lure combination has a purple dot on at least one of the lures, it will catch fish.",misc,0.75,42,1595573584534
user_1595573077309,False,4,1,1595573584534,"If a lure combination has a blue shape, it will catch fish.",misc,0.5,5,1595573598643
user_1595573077309,False,5,5,1595573598644,"If a lure combination has a red shape on the bottom, it will catch fish.",misc,0.25,1,1595573606017
user_1595573077309,False,6,2,1595573606018,"If a lure combination has a yellow shape or a diamond on the bottom, it will catch fish.",distractor,1,97,1595573620839
user_1595573077309,False,7,3,1595573620840,"If a lure combination has a top lure with bright colors that are more visible under water (red or yellow), it will catch fish.",abstract_color,0.75,42,1595573641022
user_1595573077309,False,8,8,1595573641022,"There is no pattern to which lure combinations catch fish: the results are random, but there are approximately equal numbers that catch fish and don’t.",rand,0,84,1595573652412
user_1595724970045,False,1,1,1595725222025,"If a lure combination has a blue shape, it will catch fish.",misc,0.5,24,1595725234414
user_1595724970045,False,2,7,1595725234414,"If a lure combination has a rounded top shape that resembles a fish's body, it will catch fish.",abstract_shape,0.75,70,1595725246174
user_1595724970045,False,3,3,1595725246174,"If a lure combination has a top lure with bright colors that are more visible under water (red or yellow), it will catch fish.",abstract_color,0.75,18,1595725254563
user_1595724970045,False,4,4,1595725254563,"If a lure combination has a pointy shape on the bottom, it will catch fish.",target,1,100,1595725264096
user_1595724970045,False,5,2,1595725264096,"If a lure combination has a yellow shape or a diamond on the bottom, it will catch fish.",distractor,1,62,1595725270785
user_1595724970045,False,6,6,1595725270785,"If a lure combination has a purple dot on at least one of the lures, it will catch fish.",misc,0.75,54,1595725277710
user_1595724970045,False,7,5,1595725277710,"If a lure combination has a red shape on the bottom, it will catch fish.",misc,0.25,52,1595725285244
user_1595724970045,False,8,8,1595725285244,"There is no pattern to which lure combinations catch fish: the results are random, but there are approximately equal numbers that catch fish and don’t.",rand,0,77,1595725295201
user_1594225543120,False,1,7,1594226304871,"If a lure combination has a rounded top shape that resembles a fish's body, it will catch fish.",abstract_shape,0.75,15,1594226319405
user_1594225543120,False,2,2,1594226319405,"If a lure combination has a yellow shape or a diamond on the bottom, it will catch fish.",distractor,1,85,1594226345268
user_1594225543120,False,3,1,1594226345269,"If a lure combination has a blue shape, it will catch fish.",misc,0.5,19,1594226353153
user_1594225543120,False,4,4,1594226353153,"If a lure combination has a pointy shape on the bottom, it will catch fish.",target,1,100,1594226358352
user_1594225543120,False,5,6,1594226358353,"If a lure combination has a purple dot on at least one of the lures, it will catch fish.",misc,0.75,31,1594226368763
user_1594225543120,False,6,5,1594226368764,"If a lure combination has a red shape on the bottom, it will catch fish.",misc,0.25,22,1594226375107
user_1594225543120,False,7,8,1594226375108,"There is no pattern to which lure combinations catch fish: the results are random, but there are approximately equal numbers that catch fish and don’t.",rand,0,22,1594226385440
user_1594225543120,False,8,3,1594226385441,"If a lure combination has a top lure with bright colors that are more visible under water (red or yellow), it will catch fish.",abstract_color,0.75,26,1594226395734
user_1594790436180,True,1,4,1594791101145,"If a lure combination has a pointy shape on the bottom, it will catch fish.",target,1,100,1594791136518
user_1594790436180,True,2,6,1594791136519,"If a lure combination has a purple dot on at least one of the lures, it will catch fish.",misc,0.75,1,1594791146643
user_1594790436180,True,3,5,1594791146644,"If a lure combination has a red shape on the bottom, it will catch fish.",misc,0.25,1,1594791153703
user_1594790436180,True,4,8,1594791153704,"There is no pattern to which lure combinations catch fish: the results are random, but there are approximately equal numbers that catch fish and don’t.",rand,0,61,1594791184643
user_1594790436180,True,5,2,1594791184643,"If a lure combination has a yellow shape or a diamond on the bottom, it will catch fish.",distractor,1,62,1594791210909
user_1594790436180,True,6,3,1594791210910,"If a lure combination has a top lure with bright colors that are more visible under water (red or yellow), it will catch fish.",abstract_color,0.75,19,1594791234830
user_1594790436180,True,7,1,1594791234831,"If a lure combination has a blue shape, it will catch fish.",misc,0.5,6,1594791246183
user_1594790436180,True,8,7,1594791246183,"If a lure combination has a rounded top shape that resembles a fish's body, it will catch fish.",abstract_shape,0.75,66,1594791267321
user_1595931827341,True,1,3,1595931966371,"If a lure combination has a top lure with bright colors that are more visible under water (red or yellow), it will catch fish.",abstract_color,0.75,80,1595931970056
user_1595931827341,True,2,2,1595931970057,"If a lure combination has a yellow shape or a diamond on the bottom, it will catch fish.",distractor,1,70,1595931974784
user_1595931827341,True,3,1,1595931974784,"If a lure combination has a blue shape, it will catch fish.",misc,0.5,82,1595931977002
user_1595931827341,True,4,6,1595931977003,"If a lure combination has a purple dot on at least one of the lures, it will catch fish.",misc,0.75,83,1595931978767
user_1595931827341,True,5,7,1595931978768,"If a lure combination has a rounded top shape that resembles a fish's body, it will catch fish.",abstract_shape,0.75,88,1595931981704
user_1595931827341,True,6,8,1595931981704,"There is no pattern to which lure combinations catch fish: the results are random, but there are approximately equal numbers that catch fish and don’t.",rand,0,84,1595931983848
user_1595931827341,True,7,5,1595931983848,"If a lure combination has a red shape on the bottom, it will catch fish.",misc,0.25,94,1595931985901
user_1595931827341,True,8,4,1595931985902,"If a lure combination has a pointy shape on the bottom, it will catch fish.",target,1,86,1595931988136
user_1594187133091,False,1,8,1594188396356,"There is no pattern to which lure combinations catch fish: the results are random, but there are approximately equal numbers that catch fish and don’t.",rand,0,33,1594188441694
user_1594187133091,False,2,4,1594188441695,"If a lure combination has a pointy shape on the bottom, it will catch fish.",target,1,66,1594188464967
user_1594187133091,False,3,7,1594188464967,"If a lure combination has a rounded top shape that resembles a fish's body, it will catch fish.",abstract_shape,0.75,12,1594188482437
user_1594187133091,False,4,5,1594188482437,"If a lure combination has a red shape on the bottom, it will catch fish.",misc,0.25,11,1594188490868
user_1594187133091,False,5,2,1594188490868,"If a lure combination has a yellow shape or a diamond on the bottom, it will catch fish.",distractor,1,9,1594188507515
user_1594187133091,False,6,1,1594188507515,"If a lure combination has a blue shape, it will catch fish.",misc,0.5,7,1594188513410
