Subject,Condition,Trial index,Code block,Trial catches fish,Subject response,FINAL - total mechanisms,FINAL - total shape references,FINAL - abstract shape references,FINAL - concrete shape references,FINAL - total color references,FINAL - abstract color references,FINAL - concrete color references,FINAL - total purple dot references,FINAL - abstract purple dot references,FINAL - concrete purple dot references
user_1594266680013,Describe,3,2,0,a yellow diamond on top of a green circle with a smaller red circle in it,0,2,0,2,2,0,2,1,0,1
user_1594266680013,Describe,4,2,1,a blue oal on top of a yellow 4-pointed star with a red circle in it,0,2,0,2,2,0,2,1,0,1
user_1594266680013,Describe,5,2,1,a red circle with a smaller purple circle in it on top of a green diamond with a red circle in it,0,2,0,2,2,0,2,2,0,2
user_1594266680013,Describe,6,2,0,a blue 4-pointed star on top of a red circle,0,2,0,2,2,0,2,0,0,0
user_1594266680013,Describe,7,2,1,a yellow diamond with a small purple circle in it on top of a smaller blue diamond,0,2,0,2,2,0,2,1,0,1
user_1594266680013,Describe,8,2,0,a green upside down triangle with a small purple circle in it on top of a red oval with a small purple circle in it,0,2,0,2,2,0,2,2,0,2
user_1595917283064,Describe,1,2,1,"the lure combination has two parts. One being a red teardrop shape part, and the other a yellow upside-down triangle. My friend caught a fish with this combination.",0,2,0,2,2,0,2,0,0,0
user_1595917283064,Describe,2,2,0,Green circle part connected to a smaller blue teardrop shaped part.,0,2,0,2,2,0,2,0,0,0
user_1595917283064,Describe,3,2,0,diamond shaped yellow piece on top of smaller green circular piece that has a red dot on the bottom right side,0,2,0,2,2,0,2,1,0,1
user_1595917283064,Describe,4,2,1,Blue oval piece connected to smaller star shaped piece with a red dot in the middle right side of it,0,2,0,2,1,0,1,1,0,1
user_1595917283064,Describe,5,2,1,Circular red piece with purple dot in the middle connected to diamond green piece with red dot in the middle right side of it,0,2,0,2,2,0,2,2,0,2
user_1595917283064,Describe,6,2,0,Blue large star shaped piece connected to small red circular shaped piece,0,2,0,2,2,0,2,0,0,0
user_1595917283064,Describe,7,2,1,Large yellow diamond piece with a purple dot in its upper right side and it is connected to a smaller blue diamond piece,0,2,0,2,2,0,2,1,0,1
user_1595917283064,Describe,8,2,0,"Upside down large green triangle piece with a purple dot in its upper left side, connected to a smaller red oval piece with a purple dot in the middle left side of it",0,2,0,2,2,0,2,2,0,2
user_1594163005666,Describe,1,2,1,A red circle in the middle with a small purple dot on the left top of the red circle. Two triangles attached to the red circle. The larger triangle attached on top of circle has same color with red circle and the relative small triangle is in yellow at the bottom.,0,3,0,3,2,0,2,1,0,1
user_1594163005666,Describe,2,2,0,Large green circle is attached with a blue triangle circle complex at the bottom.,0,2,0,2,2,0,2,0,0,0
user_1594163005666,Describe,3,2,0,A diamond square shape in yellow is attached with a small green circle at the bottom with a smaller red dot on the right corner of small green circle.,0,2,0,2,2,0,2,1,0,1
user_1594163005666,Describe,4,2,1,The oval shape in blue is attached with the 4-angle yellow star and a small red dot is located on the center to the right of that yellow star.,0,2,0,2,2,0,2,1,0,1
user_1594163005666,Describe,5,2,1,The large red circle which has a tiny purple dot at the center (slightly deviated to the down right) is attached with the small green diamond shape which also has a tiny purple dot that slightly deviate to the right.,0,2,0,2,2,0,2,2,0,2
user_1594163005666,Describe,6,2,0,A 4-angle blue star is attched with a small red circle at the bottom.,0,2,0,2,2,0,2,0,0,0
user_1594163005666,Describe,7,2,1,"A large yellow diamond is attached by a small blue diamond at the bottom, and a tiny purple red dot is located on the large yellow diamond that is slightly deviated to the top right.",0,2,0,2,2,0,2,1,0,1
user_1594163005666,Describe,8,2,0,"A large green triangle which the vertex, pointing downward, is connected with a small red oval shape. A tiny purple dot is located at the left corner of green triangle and an another purple dot is slightly deviated to the left on the small red oval.",0,2,0,2,2,0,2,2,0,2
user_1595168694635,Explain,1,2,1,"This is the first example so I do not have a reference as to why it worked. Perhaps it is the roundness of it, organic shapes are more lifelike.",1,1,1,0,0,0,0,0,0,0
user_1595168694635,Explain,2,2,0,"Coloring? Cool colors under water seems very,,,, unappealing. it'd just blend with rest of the environment.it has a rather unnatural form as well.",2,0,0,0,1,1,0,0,0,0
user_1595168694635,Explain,3,2,0,"Too sharp, the bridge between the square and the circle is too unnatural.",0,3,1,2,0,0,0,0,0,0
user_1595168694635,Explain,4,2,1,it could pass for an insect.,1,0,0,0,0,0,0,0,0,0
user_1595168694635,Explain,5,2,1,"i honestly have no idea man, maybe its the red???",0,0,0,0,1,0,1,0,0,0
user_1595168694635,Explain,6,2,0,too many edges,0,1,1,0,0,0,0,0,0,0
user_1595168694635,Explain,7,2,1,i want to beat her up? Why is she doing this to me. Maybe its the color. yellow and blue are nice and have shown to have worked twice.,0,0,0,0,2,0,2,0,0,0
user_1595168694635,Explain,8,2,0,because fish hate her. Also maybe its forbidden to have dots in a sharp top/ round bottom combinaiton,0,2,2,0,0,0,0,1,0,1
user_1595224427205,Describe,1,2,1,The lure combination is a red teardrop with a small purple circle on the upper left and an upside-down yellow triangle on the bottom,0,2,0,2,2,0,2,1,0,1
user_1595224427205,Describe,2,2,0,A green circle with a blue teardrop hanging off the bottom,0,2,0,2,2,0,2,0,0,0
user_1595224427205,Describe,3,2,0,"A yellow diamond with a green circle hanging off it and in the green circle, a small purple dot.",0,2,0,2,2,0,2,1,0,1
user_1595224427205,Describe,4,2,1,A sideways blue oval and a yellow star hanging off with a purple circle inside it.,0,2,0,2,2,0,2,1,0,1
user_1595224427205,Describe,5,2,1,A red circle with a smaller purple circle inside it and hanging off the red circle a green diamond with another small purple circle inside it.,0,2,0,2,2,0,2,2,0,2
user_1595224427205,Describe,6,2,0,A blue star shape and hanging off of it a red circle.,0,2,0,2,2,0,2,0,0,0
user_1595224427205,Describe,7,2,1,A big yellow diamond with a small purple circle in it and a smaller blue diamond hanging off it.,0,2,0,2,2,0,2,1,0,1
user_1595224427205,Describe,8,2,0,An upside down green triangle with a purple circle inside it and hanging off of the triangle a sideways red oval with another small purple circle inside it.,0,2,0,2,2,0,2,2,0,2
user_1595910224786,Describe,1,2,1,icecream cone with a topping,0,1,1,0,0,0,0,0,0,0
user_1595910224786,Describe,2,2,0,circle on top of droplet,0,2,0,2,0,0,0,0,0,0
user_1595910224786,Describe,3,2,0,diamond on top of circle with inner circle,0,2,0,2,0,0,0,1,0,1
user_1595910224786,Describe,4,2,1,blue circle on top of a yellow star with a red circle inside,0,2,0,2,2,0,2,1,0,1
user_1595910224786,Describe,5,2,1,red circle with inner circle at right midline on top of green diamond with inner circle at right midline,0,2,0,2,2,0,2,2,0,2
user_1595910224786,Describe,6,2,0,blue start on top of red circle,0,2,0,2,2,0,2,0,0,0
user_1595910224786,Describe,7,2,1,"yellow diamond with inner circle above midline and on the right, sitting on top of a blue diamond",0,2,0,2,2,0,2,1,0,1
user_1595910224786,Describe,8,2,0,"green triangle with inner circle above midline on the left, sitting on top of a red oval with inner circle at left midline",0,2,0,2,2,0,2,2,0,2
user_1595825676830,Describe,1,2,1,"A small purple circle towards the left, inside of a red teardrop, which is on top of a yellow upside down triangle.",0,2,0,2,2,0,2,1,0,1
user_1595825676830,Describe,2,2,0,A green circle above a small blue tear drop.,0,2,0,2,2,0,2,0,0,0
user_1595825676830,Describe,3,2,0,"A yellow diamond above a small green circle with a small purple circle in the green circle, towards the bottom right.",0,2,0,2,2,0,2,1,0,1
user_1595825676830,Describe,4,2,1,"A blue oval above a yellow star with a small purple circle within the star, towards the middle-right.",0,2,0,2,2,0,2,1,0,1
user_1595825676830,Describe,5,2,1,"A big red circle with a smaller purple circle inside of it, on top of a green diamond with a even smaller purple circle in it.",0,2,0,2,2,0,2,2,0,2
user_1595825676830,Describe,6,2,0,A blue star above a red circle.,0,2,0,2,2,0,2,0,0,0
user_1595825676830,Describe,7,2,1,"A yellow diamond with a purple circle inside towards the top right, above a smaller blue diamond.",0,2,0,2,2,0,2,1,0,1
user_1595825676830,Describe,8,2,0,"An upside down green triangle with a purple circle inside towards the top left, above a red oval with a smaller purple circle inside of it.",0,2,0,2,2,0,2,2,0,2
user_1594428771401,Explain,1,2,1,"The color stands out, therefore the fish might've thought it was another fish.",1,0,0,0,0,0,0,0,0,0
user_1594428771401,Explain,2,2,0,"Since the object is circular, it might've been harder for certain fishes to grasp it.",1,1,1,0,0,0,0,0,0,0
user_1594428771401,Explain,3,2,0,The object might've seem too sharp for them to try and grasp it.,1,1,1,0,0,0,0,0,0,0
user_1594428771401,Explain,4,2,1,The color might've appealed to the fish and was easy for them to grasp.,2,0,0,0,0,0,0,0,0,0
user_1594428771401,Explain,5,2,1,The color is appealing and it's easier for the fish to grasp.,2,0,0,0,0,0,0,0,0,0
user_1594428771401,Explain,6,2,0,The upper part of it might've seemed too dangerous and sharp.,1,1,1,0,0,0,0,0,0,0
user_1594428771401,Explain,7,2,1,The piece looks small and might've looked like a smaller fish.,1,0,0,0,0,0,0,0,0,0
user_1594428771401,Explain,8,2,0,"If the fishes were smaller, this might've been too big for them to bite on.",1,0,0,0,0,0,0,0,0,0
user_1594857045526,Explain,1,2,1,colorful so catching to the eye,1,0,0,0,0,0,0,0,0,0
user_1594857045526,Explain,2,2,0,looks green like a plant,0,0,0,0,1,0,1,0,0,0
user_1594857045526,Explain,3,2,0,Maybe its the green color on the lure,0,0,0,0,1,0,1,0,0,0
user_1594857045526,Explain,4,2,1,There are three different shapes,0,0,0,0,0,0,0,0,0,0
user_1594857045526,Explain,5,2,1,Main shape on the lure is red,0,0,0,0,1,0,1,0,0,0
user_1594857045526,Explain,6,2,0,Only two different shapes,0,0,0,0,0,0,0,0,0,0
user_1594857045526,Explain,7,2,1,The purple dot/circle is on the larger shape,0,0,0,0,0,0,0,1,0,1
user_1594857045526,Explain,8,2,0,The main shape is a triangle,0,1,0,1,0,0,0,0,0,0
user_1595730646120,Describe,1,2,1,red tear drop with purple and a yellow triangle,0,2,0,2,2,0,2,1,0,1
user_1595730646120,Describe,2,2,0,green circle with blue tear drop,0,2,0,2,2,0,2,0,0,0
user_1595730646120,Describe,3,2,0,yellow diamond with green olive,0,2,1,1,2,0,2,0,0,0
user_1595730646120,Describe,4,2,1,blue oval and yellow star with red dot,0,2,0,2,2,0,2,1,0,1
user_1595730646120,Describe,5,2,1,red circle with purple dot and green diamond with purple dot,0,2,0,2,2,0,2,2,0,2
user_1595730646120,Describe,6,2,0,blue star and red circle,0,2,0,2,2,0,2,0,0,0
user_1595730646120,Describe,7,2,1,yellow diamond with purple circle and blue diamond,0,2,0,2,2,0,2,1,0,1
user_1595730646120,Describe,8,2,0,green triangle with purple dot and red oval with purple dot,0,2,0,2,2,0,2,2,0,2
user_1595384136811,Describe,1,2,1,"yellow downward facing triangle, red teardrop shape on top with a purple circle in it",0,2,0,2,2,0,2,1,0,1
user_1595384136811,Describe,2,2,0,green circle with blue teardrop under it,0,2,0,2,2,0,2,0,0,0
user_1595384136811,Describe,3,2,0,yellow diamond with small green circle under it and red circle inside of that,0,2,0,2,2,0,2,1,0,1
user_1595384136811,Describe,4,2,1,blue oval with a yellow star under it and a red dot inside,0,2,0,2,2,0,2,1,0,1
user_1595384136811,Describe,5,2,1,"red circle with purple circle within, green diamond under it with a red circle within",0,2,0,2,2,0,2,2,0,2
user_1595384136811,Describe,6,2,0,blue star with red circle under it,0,2,0,2,2,0,2,0,0,0
user_1595384136811,Describe,7,2,1,"yellow diamond with purple circle inside, blue diamond under it",0,2,0,2,2,0,2,1,0,1
user_1595384136811,Describe,8,2,0,"green upside down triangle with a purple circle inside, red oval under it with purple circle inside",0,2,0,2,2,0,2,2,0,2
user_1594160371137,Explain,1,2,1,This one worked for this fish type,0,0,0,0,0,0,0,0,0,0
user_1594160371137,Explain,2,2,0,Not sure,0,0,0,0,0,0,0,0,0,0
user_1594160371137,Explain,3,2,0,not sure,0,0,0,0,0,0,0,0,0,0
user_1594160371137,Explain,4,2,1,"maybe the size, must be bigger",0,0,0,0,0,0,0,0,0,0
user_1594160371137,Explain,5,2,1,red color,0,0,0,0,1,0,1,0,0,0
user_1594160371137,Explain,6,2,0,"blue not attractive m
 aybe",1,0,0,0,1,0,1,0,0,0
user_1594160371137,Explain,7,2,1,yellow also works,0,0,0,0,1,0,1,0,0,0
user_1594160371137,Explain,8,2,0,green is not attractive maybe,1,0,0,0,1,0,1,0,0,0
user_1594165656421,Describe,1,2,1,red ice cream shapen with a purple circle and yellow triangle,0,2,1,1,2,0,2,1,0,1
user_1594165656421,Describe,2,2,0,"green circle, blue ice cream cone shape",0,2,1,1,2,0,2,0,0,0
user_1594165656421,Describe,3,2,0,yellow diamond and green circle with a purple circle,0,2,0,2,2,0,2,1,0,1
user_1594165656421,Describe,4,2,1,blue oval and yellow star with a purple circle,0,2,0,2,2,0,2,1,0,1
user_1594165656421,Describe,5,2,1,red circle with a purple circle and green diamond with a purple circle,0,2,0,2,2,0,2,2,0,2
user_1594165656421,Describe,6,2,0,blue star red circle,0,2,0,2,2,0,2,0,0,0
user_1594165656421,Describe,7,2,1,yellow diamond with a purple circle blue diamond,0,2,0,2,2,0,2,1,0,1
user_1594165656421,Describe,8,2,0,green triangle with a purple circle and red oval with a purple circle,0,2,0,2,2,0,2,2,0,2
user_1595989201462,Explain,1,2,1,The lure is really big.,0,0,0,0,0,0,0,0,0,0
user_1595989201462,Explain,2,2,0,The fish did not like the shape.,0,0,0,0,0,0,0,0,0,0
user_1595989201462,Explain,3,2,0,the diamond shape is not popular with the fish,0,1,0,1,0,0,0,0,0,0
user_1595989201462,Explain,4,2,1,Fish prefer a bigger top section.,0,0,0,0,0,0,0,0,0,0
user_1595989201462,Explain,5,2,1,fish get trapped with a pointier shape at the bottom,1,1,1,0,0,0,0,0,0,0
user_1595989201462,Explain,6,2,0,The top part is not big enough and the bottom part is not pointy,1,1,1,0,0,0,0,0,0,0
user_1595989201462,Explain,7,2,1,The bottom part is pointy,0,1,1,0,0,0,0,0,0,0
user_1595989201462,Explain,8,2,0,The bottom part is not pointy,0,1,1,0,0,0,0,0,0,0
user_1594923000872,Explain,1,2,1,"the color is bright and vivid, like a living one.",1,0,0,0,1,1,0,0,0,0
user_1594923000872,Explain,2,2,0,"the color looks like grass or water, too similar to the surrounding subjects. so might no attractive enough.",1,0,0,0,1,1,0,0,0,0
user_1594923000872,Explain,3,2,0,"the shape of it is too ""square"" comparing to other living animals.",0,1,1,0,0,0,0,0,0,0
user_1594923000872,Explain,4,2,1,the yellow star under the blue part looks like a small living animal.,1,1,0,1,2,0,2,0,0,0
user_1594923000872,Explain,5,2,1,the color is bright and attractive.,1,0,0,0,1,1,0,0,0,0
user_1594923000872,Explain,6,2,0,the shape of star doesn't look like a living animal,1,1,0,1,0,0,0,0,0,0
user_1594923000872,Explain,7,2,1,the little dot on the yellow square looks like an eye of the living animal.,0,1,0,1,1,0,1,2,1,1
user_1594923000872,Explain,8,2,0,the shape is strange. and the color is too similar with the sorrounding.,0,0,0,0,0,0,0,0,0,0
user_1595203163633,Describe,1,2,1,YEllow and red. Looks like ice cream,0,1,1,0,2,0,2,0,0,0
user_1595203163633,Describe,2,2,0,"Green and blue, doesn't look steDY",0,0,0,0,2,0,2,0,0,0
user_1595203163633,Describe,3,2,0,TWO SHAPES THAT DON'T BELONG TOGETHER. YELLOW AND GREEN,0,0,0,0,2,0,2,0,0,0
user_1595203163633,Describe,4,2,1,YELLOW AND BLUE. OVAL SHAPED.,0,1,0,1,2,0,2,0,0,0
user_1595203163633,Describe,5,2,1,"BIGGER SHAPE IS ON TO, GREEN AND RED",0,0,0,0,2,0,2,0,0,0
user_1595203163633,Describe,6,2,0,GREEN AND BLUE. LOOKS SHARP,0,1,1,0,2,0,2,0,0,0
user_1595203163633,Describe,7,2,1,YELLOW AND BLUE DIAMONDS,0,2,0,2,2,0,2,0,0,0
user_1595203163633,Describe,8,2,0,GREEN AND RED. WITH THE DOT INSIDE. THE ONES WITH DOTS INSIDE ARE GOOD,0,0,0,0,2,0,2,1,0,1
user_1594234033507,Describe,1,2,1,it is a pink eye drop shape that has a small purple circle inside the eye drop shape near the sharper point of the eye drop shape with a yellow triangle placed below the round part of the eye drop shape with one of the points facing down.,0,2,0,2,2,0,2,1,0,1
user_1594234033507,Describe,2,2,0,it is a green circle with a blue eye drop shape placed below it where the point of the eye drop shape is facing the circle.,0,2,0,2,2,0,2,0,0,0
user_1594234033507,Describe,3,2,0,it is a yellow diamond with a circle placed below it with a small purple circle placed near the bottom of the circle,0,2,0,2,1,0,1,1,0,1
user_1594234033507,Describe,4,2,1,an oval shape with a star shape placed below it,0,2,0,2,0,0,0,0,0,0
user_1594234033507,Describe,5,2,1,a circle with a diamond shape place below it,0,2,0,2,0,0,0,0,0,0
user_1594234033507,Describe,6,2,0,a star shape with a circle placed below it,0,2,0,2,0,0,0,0,0,0
user_1594234033507,Describe,7,2,1,one big diamond shape with a smaller diamond shape placed below it,0,2,0,2,0,0,0,0,0,0
user_1594234033507,Describe,8,2,0,triangle with an oval placed below it,0,2,0,2,0,0,0,0,0,0
user_1594956097919,Explain,1,2,1,The fish thought it was food so it was attracted to it and bit it.,1,0,0,0,0,0,0,0,0,0
user_1594956097919,Explain,2,2,0,Does not look like food the fish typically eats.,1,0,0,0,0,0,0,0,0,0
user_1594956097919,Explain,3,2,0,Could possible look threatening to the fish with all of it's sharp edges so it's avoided.,1,1,1,0,0,0,0,0,0,0
user_1594956097919,Explain,4,2,1,It looks like food the fish eats.,1,0,0,0,0,0,0,0,0,0
user_1594956097919,Explain,5,2,1,Looks like food the fish will eat.,1,0,0,0,0,0,0,0,0,0
user_1594956097919,Explain,6,2,0,"Has many sharp edges, fish will avoid it.",1,1,1,0,0,0,0,0,0,0
user_1594956097919,Explain,7,2,1,Looks like food the fish eats.,1,0,0,0,0,0,0,0,0,0
user_1594956097919,Explain,8,2,0,Looks threatening to the fish so they will avoid it.,1,0,0,0,0,0,0,0,0,0
user_1595280037347,Explain,1,2,1,They caught the fish with that lure combination because the fish is smaller and easier for the fish to latch onto.,1,0,0,0,0,0,0,0,0,0
user_1595280037347,Explain,2,2,0,She didn't catch the fish with that particular lure combination because the bottom part is hanging and the lure is also a circle.,0,1,0,1,0,0,0,0,0,0
user_1595280037347,Explain,3,2,0,They did not catch any fish because the top part of the lure is Dimond shape and the bottom part is a circle. The fish could have trouble holding on to it.,1,2,0,2,0,0,0,0,0,0
user_1595280037347,Explain,4,2,1,She caught a fish with this lure combination because the top is oval shape and not a circle so they fish were probably able to grab it. The bottom piece is also start shaped and not circular.,1,2,0,2,0,0,0,0,0,0
user_1595280037347,Explain,5,2,1,The bottom piece of the lure is a Dimond shape.,0,1,0,1,0,0,0,0,0,0
user_1595280037347,Explain,6,2,0,They didn't catch any fish because the combination of lures don't go together and the bottom part is circular.,0,1,1,0,0,0,0,0,0,0
user_1595280037347,Explain,7,2,1,The bottom part of the lure is Dimond shape so she was able to catch the fish.,1,1,0,1,0,0,0,0,0,0
user_1595280037347,Explain,8,2,0,The combination doesn't go together and the bottom part of the lure is circular (oval shape) so she didn't catch the fish.,0,2,1,1,0,0,0,0,0,0
user_1594161195068,Explain,1,2,1,She might have caught a fish with this combination because it is pointy on the top and the bottom and because it is brightly colored so it is more likely to attract fish.,1,1,1,0,1,1,0,0,0,0
user_1594161195068,Explain,2,2,0,This lure combination is round on the top and the bottom and is very different colors than the previous combination which may be why she could not catch any fish with it.,0,2,2,0,0,0,0,0,0,0
user_1594161195068,Explain,3,2,0,She may not have caught fish with this combination because the body of the lure is a completely different shape than the first combination and it is round on the bottom rather than pointy. It is also several different colors than those used in the first combination.,0,2,2,0,0,0,0,0,0,0
user_1594161195068,Explain,4,2,1,She may have caught a fish with this combination because the fish may have been attracted to this color combination and that the body is smooth on the sides rather than pointed.,1,2,2,0,0,0,0,0,0,0
user_1594161195068,Explain,5,2,1,"It is a similar body shape and color to the first lure combination, and has the pointy bottom of the fourth lure combination so it may have been more successful in catching fish because of those similarities.",0,1,1,0,0,0,0,0,0,0
user_1594161195068,Explain,6,2,0,"This lure is similar to the third combination in that it is pointy on all four sides, which may have been why she could not catch any fish with it.",0,1,1,0,0,0,0,0,0,0
user_1594161195068,Explain,7,2,1,"She may have been successful with this because it is similar in color to the fourth combination, which was also used to catch fish.",0,0,0,0,0,0,0,0,0,0
user_1594161195068,Explain,8,2,0,"The colors are similar to the fifth combination, so I don't think they are at fault. The fish were probably not attracted to the shape of the lure and that is why she could not catch any fish.",1,0,0,0,0,0,0,0,0,0
user_1595961818108,Describe,1,2,1,Two circles with two triangles.,0,2,0,2,0,0,0,2,0,2
user_1595961818108,Describe,2,2,0,one cirlcle with a water drop/ two circles with one triangle.,0,2,0,2,0,0,0,0,0,0
user_1595961818108,Describe,3,2,0,one square with two circles,0,2,0,2,0,0,0,1,0,1
user_1595961818108,Describe,4,2,1,one elipse with a star and a circle.,0,2,0,2,0,0,0,1,0,1
user_1595961818108,Describe,5,2,1,Three circles with one square,0,2,0,2,0,0,0,2,0,2
user_1595961818108,Describe,6,2,0,one star with one circle,0,2,0,2,0,0,0,0,0,0
user_1595961818108,Describe,7,2,1,two squares with one circle,0,2,0,2,0,0,0,1,0,1
user_1595961818108,Describe,8,2,0,"one triange, two circles, one elipse",0,2,0,2,0,0,0,2,0,2
user_1595101424891,Explain,1,2,1,because she uses it frequently,0,0,0,0,0,0,0,0,0,0
user_1595101424891,Explain,2,2,0,"she used it recently, maybe the tear-shaped piece at the bottom was too big for the fish to bite on",1,1,0,1,0,0,0,0,0,0
user_1595101424891,Explain,3,2,0,it doesn't have edges to hook onto the fish,1,1,1,0,0,0,0,0,0,0
user_1595101424891,Explain,4,2,1,The shape at the bottom has edges,0,1,1,0,0,0,0,0,0,0
user_1595101424891,Explain,5,2,1,there are edges at the bottom making it easy to hook onto fish,1,1,1,0,0,0,0,0,0,0
user_1595101424891,Explain,6,2,0,the shape at the bottom is too round to hook onto fish,1,1,1,0,0,0,0,0,0,0
user_1595101424891,Explain,7,2,1,there are edges to hook onto the fish,1,1,1,0,0,0,0,0,0,0
user_1595101424891,Explain,8,2,0,the shape is too round to hook onto fish,1,1,1,0,0,0,0,0,0,0
user_1594259654020,Explain,1,2,1,There is a purple dot that attracts the fish.,1,0,0,0,0,0,0,1,0,1
user_1594259654020,Explain,2,2,0,Because there are no apparent small dots on the upper half of the lure.,0,0,0,0,0,0,0,1,0,1
user_1594259654020,Explain,3,2,0,Because there are no apparent colorful small dots on the upper half of the lure.,0,0,0,0,0,0,0,1,0,1
user_1594259654020,Explain,4,2,1,Because the upper half of the lure is of long shape.,0,1,1,0,0,0,0,0,0,0
user_1594259654020,Explain,5,2,1,Because there is a small purple dot on the upper half of the lure.,0,0,0,0,0,0,0,1,0,1
user_1594259654020,Explain,6,2,0,"Because there are no purple dots on the lower half of the lure, even though the upper half is long and blue.",0,1,1,0,1,0,1,1,0,1
user_1594259654020,Explain,7,2,1,Because there is a purple dot on the upper half of the lure.,0,0,0,0,0,0,0,1,0,1
user_1594259654020,Explain,8,2,0,Because the lower half is red.,0,0,0,0,1,0,1,0,0,0
user_1594652172953,Explain,1,2,1,Becuase these fishes are attracted to at least one of the part of the lure.,0,0,0,0,0,0,0,0,0,0
user_1594652172953,Explain,2,2,0,this lure dont consists any part akin to the first one.,0,0,0,0,0,0,0,0,0,0
user_1594652172953,Explain,3,2,0,"yellow is not the reason, so does green.",0,0,0,0,2,0,2,0,0,0
user_1594652172953,Explain,4,2,1,because yellow lure is on the bottom,0,0,0,0,1,0,1,0,0,0
user_1594652172953,Explain,5,2,1,red lure on top,0,0,0,0,1,0,1,0,0,0
user_1594652172953,Explain,6,2,0,because it is red on the bottom,0,0,0,0,1,0,1,0,0,0
user_1594652172953,Explain,7,2,1,yellow and blue combination works,0,0,0,0,2,0,2,0,0,0
user_1594652172953,Explain,8,2,0,no idea,0,0,0,0,0,0,0,0,0,0
user_1594256160440,Describe,1,2,1,"Has a form like a water drop, in the left there is small purple circle and at the bottom there the is a small yellow cylinder flip upside down.",0,2,0,2,1,0,1,1,0,1
user_1594256160440,Describe,2,2,0,A small green circle above an almost like droplet of water whose color is blue.,0,2,0,2,2,0,2,0,0,0
user_1594256160440,Describe,3,2,0,A yellow rhombus above a small green circle that contains another purple circle.,0,2,0,2,2,0,2,1,0,1
user_1594256160440,Describe,4,2,1,An oval circle on top of yellow star that contains on its inside a small purple circle (on the right side of the star).,0,2,0,2,1,0,1,1,0,1
user_1594256160440,Describe,5,2,1,A red circle containing a small purple circle on the inside. Below the red circle is a green rhombus that contains also a purple cicle.,0,2,0,2,2,0,2,2,0,2
user_1594256160440,Describe,6,2,0,A blue star and bellow a red circle,0,2,0,2,2,0,2,0,0,0
user_1594256160440,Describe,7,2,1,A yellow rhombus and bellow a smaller blue rhombus. A small purple circle is also inside the yellow rhombus.,0,2,0,2,2,0,2,1,0,1
user_1594256160440,Describe,8,2,0,An flip green cone and below a red oval containing inside a smaller purple circle.,0,2,0,2,2,0,2,1,0,1
user_1594449649397,Explain,1,2,1,The fish might have been attracted to the bright yellow beak at one side of the fishing lure.,1,1,1,0,2,1,1,0,0,0
user_1594449649397,Explain,2,2,0,Green and blue are natural colors that are often seen in nature. The fish probably didn't pay any attention to this fishing lure due to its colors.,1,0,0,0,3,1,2,0,0,0
user_1594449649397,Explain,3,2,0,The yellow body might repel the fish from it because too much of a bright color might intimidate the fish.,1,0,0,0,2,1,1,0,0,0
user_1594449649397,Explain,4,2,1,The yellow piece at the bottom is enough to attract the fish and not repel it away.,1,0,0,0,1,0,1,0,0,0
user_1594449649397,Explain,5,2,1,The large red body probably attracted the fish.,1,0,0,0,1,0,1,0,0,0
user_1594449649397,Explain,6,2,0,The red part needs to be much larger to attract any fish. Its probably too small for a fish to see or care about.,1,0,0,0,1,0,1,0,0,0
user_1594449649397,Explain,7,2,1,The lure kind of looks like a small fish. Some fish may see the lure as prey.,1,0,0,0,0,0,0,0,0,0
user_1594449649397,Explain,8,2,0,The lure is pointed which may scare fish away. The large green body also probably doesn't help attract fish.,1,1,1,0,1,0,1,0,0,0
user_1594311938028,Describe,1,2,1,"downward yellow triangle, red droplet, purple circle",0,2,0,2,2,0,2,1,0,1
user_1594311938028,Describe,2,2,0,"large green circle, blue droplet",0,2,0,2,2,0,2,0,0,0
user_1594311938028,Describe,3,2,0,"large diamond, small green circle, smaller purple circle",0,2,0,2,2,0,2,1,0,1
user_1594311938028,Describe,4,2,1,"blue oval, yellow star, small purple circle",0,2,0,2,2,0,2,1,0,1
user_1594311938028,Describe,5,2,1,"red circle, purple circle, green diamond, purple circle",0,2,0,2,2,0,2,2,0,2
user_1594311938028,Describe,6,2,0,"blue star, red circle",0,2,0,2,2,0,2,0,0,0
user_1594311938028,Describe,7,2,1,"yellow diamond, purple circle, blue diamond",0,2,0,2,2,0,2,1,0,1
user_1594311938028,Describe,8,2,0,"2 purple circle, green triangle, red oval",0,2,0,2,2,0,2,2,0,2
user_1594748913631,Describe,1,2,1,It looks like an ice cream cone with a tear drop on top,0,2,1,1,0,0,0,0,0,0
user_1594748913631,Describe,2,2,0,A tear drop with a circle on top,0,2,0,2,0,0,0,0,0,0
user_1594748913631,Describe,3,2,0,It looks like a diamond with an olive underneath,0,2,1,1,0,0,0,0,0,0
user_1594748913631,Describe,4,2,1,An oval with a star with a red dot on it underneath,0,2,0,2,0,0,0,1,0,1
user_1594748913631,Describe,5,2,1,"A red circle with a purple dot inside, on top of of a green diamond with a red dot inside",0,2,0,2,2,0,2,2,0,2
user_1594748913631,Describe,6,2,0,A blue star with a red dot underneath,0,2,0,2,2,0,2,0,0,0
user_1594748913631,Describe,7,2,1,"A yellow diamond with a purple dot inside, on top of a blue diamond",0,2,0,2,2,0,2,1,0,1
user_1594748913631,Describe,8,2,0,"A green upside down triangle with a purple dot inside, on top of a red oval with a purple dot",0,2,0,2,2,0,2,2,0,2
