Subject,Condition,Trial index,Code block,Trial catches fish,Subject response,FINAL - total mechanisms,FINAL - total shape references,FINAL - abstract shape references,FINAL - concrete shape references,FINAL - total color references,FINAL - abstract color references,FINAL - concrete color references,FINAL - total purple dot references,FINAL - abstract purple dot references,FINAL - concrete purple dot references
user_1594241867626,Explain,7,1,1,Because the bottom is pointy,0,1,1,0,0,0,0,0,0,0
user_1594241867626,Explain,8,1,0,Because it is not pointy at the bottom.,0,1,1,0,0,0,0,0,0,0
user_1594204526397,Describe,1,1,1,A red cone on top of a red circle on top of a yellow cone and a purple circle in the center.,0,2,0,2,2,0,2,2,0,2
user_1594204526397,Describe,2,1,0,A green circle above a blue water drop,0,2,0,2,2,0,2,0,0,0
user_1594204526397,Describe,3,1,0,A yellow square on top of a green circle which has a purple tangent circle in it.,0,2,0,2,2,0,2,1,0,1
user_1594204526397,Describe,4,1,1,Blue ellipse above a yellow star with a purple dot in it.,0,2,0,2,2,0,2,1,0,1
user_1594204526397,Describe,5,1,1,A red circle with a purple circle in it on top of a green square with a purple circle in it.,0,2,0,2,2,0,2,2,0,2
user_1594204526397,Describe,6,1,0,A blue star on top of a red circle,0,2,0,2,2,0,2,0,0,0
user_1594204526397,Describe,7,1,1,A yellow square with a purple circle in it on top of a blue square,0,2,0,2,2,0,2,1,0,1
user_1594204526397,Describe,8,1,0,A triangle with a purple dot in it on top of an ellipse with a purple dot.,0,2,0,2,0,0,0,2,0,2
user_1594631978448,Describe,1,1,1,It is a bright orange bait piece. It resembles a fish.,1,0,0,0,1,0,1,0,0,0
user_1594631978448,Describe,2,1,0,It does not have the same shape as the other bait. It is rounder.,0,1,1,0,0,0,0,0,0,0
user_1594631978448,Describe,3,1,0,The roundness of the bait is at the bottom of the bait. Maybe the mouths of the fish are too small to hook onto the bait?,1,1,1,0,0,0,0,0,0,0
user_1594631978448,Describe,4,1,1,This piece is also oblong. Similar to the first bait that attracted a fish. Maybe it's a better shape for fish mouths.,1,1,1,0,0,0,0,0,0,0
user_1594631978448,Describe,5,1,1,Another bait that resembles a fish. Has features that resemble eyeballs,1,0,0,0,0,0,0,1,1,0
user_1594631978448,Describe,6,1,0,Looks really sharp. Would have thought it would catch a fish.,1,0,0,0,0,0,0,0,0,0
user_1594631978448,Describe,7,1,1,Looks like a fish. similar features as the first bait that caught a fish,1,0,0,0,0,0,0,0,0,0
user_1594631978448,Describe,8,1,0,This one looks seems to be too top heavy. it looks like a fish but maybe it looked abnormal because the fin is too big,1,0,0,0,0,0,0,0,0,0
user_1595836551581,Explain,1,1,1,"Not entirely sure, but many because it has the yellow part like the first one",0,0,0,0,1,0,1,0,0,0
user_1595836551581,Explain,2,1,0,Because it didn't have the color yellow,0,0,0,0,1,0,1,0,0,0
user_1595836551581,Explain,3,1,0,Because the bigger piece is squared?,0,1,0,1,0,0,0,0,0,0
user_1595836551581,Explain,4,1,1,The smaller part of the lure has to be yellow,0,0,0,0,1,0,1,0,0,0
user_1595836551581,Explain,5,1,1,Because the smaller piece has a corner/sharp end,0,1,1,0,0,0,0,0,0,0
user_1595836551581,Explain,6,1,0,Because the smaller piece was round and not pointy,0,2,2,0,0,0,0,0,0,0
user_1595836551581,Explain,7,1,1,"The small part of the lure is pointy,sharp",0,1,1,0,0,0,0,0,0,0
user_1595836551581,Explain,8,1,0,"Small piece of lure isn't pointy, sharp",0,1,1,0,0,0,0,0,0,0
user_1595885345560,Describe,1,1,1,big bulb caught fish,1,1,0,1,0,0,0,0,0,0
user_1595885345560,Describe,2,1,0,blue bottom didnt catch fish,0,0,0,0,1,0,1,0,0,0
user_1595885345560,Describe,3,1,0,green bottom didnt catch fish,0,0,0,0,1,0,1,0,0,0
user_1595885345560,Describe,4,1,1,yellow bottom catches fish,0,0,0,0,1,0,1,0,0,0
user_1595885345560,Describe,5,1,1,red top with green bottom caught fish,0,0,0,0,2,0,2,0,0,0
user_1595885345560,Describe,6,1,0,red bottom didnt catch fish,0,0,0,0,1,0,1,0,0,0
user_1595885345560,Describe,7,1,1,yellow and blue color combo,0,0,0,0,2,0,2,0,0,0
user_1595885345560,Describe,8,1,0,green top doesnt catch fish,0,0,0,0,1,0,1,0,0,0
user_1594770781540,Explain,1,1,1,The fish was caught through the net,1,0,0,0,0,0,0,0,0,0
user_1594770781540,Explain,2,1,0,The fish did not fall for the bait in this lure,0,0,0,0,0,0,0,0,0,0
user_1594770781540,Explain,3,1,0,The device used was too small,1,0,0,0,0,0,0,0,0,0
user_1594770781540,Explain,4,1,1,The bait worked extremely well,0,0,0,0,0,0,0,0,0,0
user_1594770781540,Explain,5,1,1,The two parts of the lure proved to work effectively,0,0,0,0,0,0,0,0,0,0
user_1594770781540,Explain,6,1,0,The shape of the device proved insufficient,1,0,0,0,0,0,0,0,0,0
user_1594770781540,Explain,7,1,1,The camoflauge of the bait was optimum,1,0,0,0,0,0,0,0,0,0
user_1594770781540,Explain,8,1,0,The fish was able to avoid the device easily,1,0,0,0,0,0,0,0,0,0
user_1594772128838,Describe,1,1,1,red ice cream come,0,1,0,1,1,0,1,0,0,0
user_1594772128838,Describe,2,1,0,crying green ball,0,1,0,1,1,0,1,0,0,0
user_1594772128838,Describe,3,1,0,chip in olive,0,0,0,0,0,0,0,1,1,0
user_1594772128838,Describe,4,1,1,blue king,0,0,0,0,1,0,1,0,0,0
user_1594772128838,Describe,5,1,1,"big red, green square",0,1,0,1,2,0,2,0,0,0
user_1594772128838,Describe,6,1,0,blue star on period,0,1,0,1,1,0,1,0,0,0
user_1594772128838,Describe,7,1,1,chip with purple mole,0,0,0,0,0,0,0,1,1,0
user_1594772128838,Describe,8,1,0,moldy chip on red olive,0,0,0,0,0,0,0,0,0,0
user_1594200719250,Explain,1,1,1,The fish may have a small mouth that can be easily penetrate with the lure combination.,1,0,0,0,0,0,0,0,0,0
user_1594200719250,Explain,2,1,0,the lure probably was not very eye-catching for the fish to think it is food,1,0,0,0,0,0,0,0,0,0
user_1594200719250,Explain,3,1,0,"the bottom of the lure is rounded, so the fish can't grip on the lure",1,1,1,0,0,0,0,0,0,0
user_1594200719250,Explain,4,1,1,The pointy end allows the fish to be hooked,1,1,1,0,0,0,0,0,0,0
user_1594200719250,Explain,5,1,1,The bottom of the lure is pointy,0,1,1,0,0,0,0,0,0,0
user_1594200719250,Explain,6,1,0,the bottom of the lure is rounded,0,1,1,0,0,0,0,0,0,0
user_1594200719250,Explain,7,1,1,the bottom of the lure is pointy,0,1,1,0,0,0,0,0,0,0
user_1594200719250,Explain,8,1,0,the bottom of the lure is rounded,0,1,1,0,0,0,0,0,0,0
user_1595832060275,Explain,1,1,1,friend might have caught a fish with this lure combination since this fish like this kind observed lure.,0,0,0,0,0,0,0,0,0,0
user_1595832060275,Explain,2,1,0,Since the this kind fish does not like this lure combination,0,0,0,0,0,0,0,0,0,0
user_1595832060275,Explain,3,1,0,fish does not like this combination.,0,0,0,0,0,0,0,0,0,0
user_1595832060275,Explain,4,1,1,fish like small yellow in lure combination.,1,0,0,0,1,0,1,0,0,0
user_1595832060275,Explain,5,1,1,fish like lure combination with large orange.,1,0,0,0,1,0,1,0,0,0
user_1595832060275,Explain,6,1,0,no contain element that fish like in the lure combination.,1,0,0,0,0,0,0,0,0,0
user_1595832060275,Explain,7,1,1,fish like yellow color.,1,0,0,0,1,0,1,0,0,0
user_1595832060275,Explain,8,1,0,not with yellow.,0,0,0,0,1,0,1,0,0,0
user_1595729979286,Describe,1,1,1,Red teardrop with a small purple circle inside of it towards the top left with a yellow triangle under the teardrop pointing down,0,2,0,2,2,0,2,1,0,1
user_1595729979286,Describe,2,1,0,Green circle with a blue teardrop under it,0,2,0,2,2,0,2,0,0,0
user_1595729979286,Describe,3,1,0,yellow diamond with a small green circle under it with a small purple dot inside of the circle,0,2,0,2,2,0,2,1,0,1
user_1595729979286,Describe,4,1,1,blue oval with a star below it. the star has a purple dot inside of it,0,2,0,2,1,0,1,1,0,1
user_1595729979286,Describe,5,1,1,red circle with a purple dot inside of the circle. below it there is a green diamond that also has a purple dot inside of it,0,2,0,2,2,0,2,2,0,2
user_1595729979286,Describe,6,1,0,blue star with a red circle under it,0,2,0,2,2,0,2,0,0,0
user_1595729979286,Describe,7,1,1,yellow diamond with a purple dot inside of it and a blue diamond under it,0,2,0,2,2,0,2,1,0,1
user_1595729979286,Describe,8,1,0,green inverted triangle with a purple dot inside of it and a red oval under it that also has a purple dot inside.,0,2,0,2,2,0,2,2,0,2
user_1594931734727,Describe,1,1,1,"red teardrop with a pink circle, yellow triangle at the bottom",0,2,0,2,2,0,2,1,0,1
user_1594931734727,Describe,2,1,0,green circle with blue teardrop,0,2,0,2,2,0,2,0,0,0
user_1594931734727,Describe,3,1,0,"yellow diamond, green circle with smaller red circle",0,2,0,2,2,0,2,1,0,1
user_1594931734727,Describe,4,1,1,blue oval with yellow sparkle star with pink circle,0,2,0,2,2,0,2,1,0,1
user_1594931734727,Describe,5,1,1,red circle with purple circle; green diamond with pink circle on bottom,0,2,0,2,2,0,2,2,0,2
user_1594931734727,Describe,6,1,0,blue star; red circle,0,2,0,2,2,0,2,0,0,0
user_1594931734727,Describe,7,1,1,yellow diamond with purple circle; blue diamond on bottom,0,2,0,2,2,0,2,1,0,1
user_1594931734727,Describe,8,1,0,green triangle with purple circle over red oval with purple circle,0,2,0,2,2,0,2,2,0,2
user_1594326397424,Describe,1,1,1,The top half of the lure resembles a tear drop shape that connects with the bottom triangle shaped lure.,0,2,0,2,0,0,0,0,0,0
user_1594326397424,Describe,2,1,0,Both parts of the lure have a rounded edge so the fish most likely won't go after it.,1,2,2,0,0,0,0,0,0,0
user_1594326397424,Describe,3,1,0,The bottom lure has a rounded shape while the top lure has a pointed edge.,0,2,2,0,0,0,0,0,0,0
user_1594326397424,Describe,4,1,1,The top lure is connected to a bottom lure with a pointed edge so the fish will most likely grab on to it.,1,1,1,0,0,0,0,0,0,0
user_1594326397424,Describe,5,1,1,The top lure is round while the bottom lure has a pointed edge.,0,2,2,0,0,0,0,0,0,0
user_1594326397424,Describe,6,1,0,The top lure is has pointed edges but the bottom lure does not.,0,1,1,0,0,0,0,0,0,0
user_1594326397424,Describe,7,1,1,Both the top and bottom lures have pointed edges.,0,2,2,0,0,0,0,0,0,0
user_1594326397424,Describe,8,1,0,The top lure has pointed edges but the bottom lure is round.,0,2,2,0,0,0,0,0,0,0
user_1594333046873,Explain,1,1,1,"the color is red, tear-shaped, have edges, may look like a bright fish",1,2,1,1,2,1,1,0,0,0
user_1594333046873,Explain,2,1,0,"color, round, visibly 2 pieces.",0,1,1,0,0,0,0,0,0,0
user_1594333046873,Explain,3,1,0,"rounded bottom, color green",0,1,1,0,1,0,1,0,0,0
user_1594333046873,Explain,4,1,1,"bottom piece has edges, is yellow",0,1,1,0,1,0,1,0,0,0
user_1594333046873,Explain,5,1,1,the bottom piece has edges,0,1,1,0,0,0,0,0,0,0
user_1594333046873,Explain,6,1,0,the bottom piece has no edge,0,1,1,0,0,0,0,0,0,0
user_1594333046873,Explain,7,1,1,the bottom has an edge,0,1,1,0,0,0,0,0,0,0
user_1594333046873,Explain,8,1,0,the bottom piece has no edge,0,1,1,0,0,0,0,0,0,0
user_1595573077309,Explain,1,1,1,Looks like a red bird?,1,0,0,0,1,0,1,0,0,0
user_1595573077309,Explain,2,1,0,Completely different from the original lure,0,0,0,0,0,0,0,0,0,0
user_1595573077309,Explain,3,1,0,Completely different from the original lure that did catch a fish,0,0,0,0,0,0,0,0,0,0
user_1595573077309,Explain,4,1,1,Yellow dangle,0,0,0,0,1,0,1,0,0,0
user_1595573077309,Explain,5,1,1,"Red circle has purple dot, dangle is pointy(?)",0,2,1,1,1,0,1,1,0,1
user_1595573077309,Explain,6,1,0,"Dangle (lower bit) is not pointed (star, triangle, square), upper bit is neither circular nor red",0,2,2,0,1,0,1,0,0,0
user_1595573077309,Explain,7,1,1,"Dangle (lower part) is a square, the upper part has a purple circle in it",0,1,0,1,0,0,0,1,0,1
user_1595573077309,Explain,8,1,0,The dangle (lower part) is ovular,0,1,0,1,0,0,0,0,0,0
user_1595724970045,Explain,1,1,1,because fish felt attached to this lure.,1,0,0,0,0,0,0,0,0,0
user_1595724970045,Explain,2,1,0,Different lure than what this fish is used to.,1,0,0,0,0,0,0,0,0,0
user_1595724970045,Explain,3,1,0,Different lure than what the fish prefers,1,0,0,0,0,0,0,0,0,0
user_1595724970045,Explain,4,1,1,Fish finds this particular lure interesting.,1,0,0,0,0,0,0,0,0,0
user_1595724970045,Explain,5,1,1,Similar to the lure that caught the other fish.,0,0,0,0,0,0,0,0,0,0
user_1595724970045,Explain,6,1,0,Similar to the lures that didn't catch the other fish.,0,0,0,0,0,0,0,0,0,0
user_1595724970045,Explain,7,1,1,Similar to the lure that caught the fish.,0,0,0,0,0,0,0,0,0,0
user_1595724970045,Explain,8,1,0,Different from the other lures.,0,0,0,0,0,0,0,0,0,0
user_1594225543120,Explain,1,1,1,this lure combination may have a similar shape to the fish's prey,1,0,0,0,0,0,0,0,0,0
user_1594225543120,Explain,2,1,0,the fish may be enticed by the presence of a triangular shape at the bottom of the lure,1,1,0,1,0,0,0,0,0,0
user_1594225543120,Explain,3,1,0,"the fish may be enticed by the appearance of the triangular shape at the bottom of the lure. additionally, having a circular object inside another object on the lure does not appear to be beneficial in catching the fish.",2,1,0,1,0,0,0,1,0,1
user_1594225543120,Explain,4,1,1,"The fish may be attracted to small pointy objects, such as the triangle and the ninja star.",1,3,1,2,0,0,0,0,0,0
user_1594225543120,Explain,5,1,1,The lures with small pointy objects hanging from the bottom may have similar appearances to their prey,1,1,1,0,0,0,0,0,0,0
user_1594225543120,Explain,6,1,0,"The small object hanging at the bottom of the lure combination is round, and the fish seems to be attracted to small pointy objects, or objects with corners",1,3,3,0,0,0,0,0,0,0
user_1594225543120,Explain,7,1,1,"The small lure at the bottom of the lure combination is pointy, the fish appear to be attracted to lure combinations with a small, pointy lure hanging from the bottom. It seems they only focus on the shape of the bottom lure, it doesn't matter what the top lure looks like, they will be attracted to the lure combination as long as the bottom lure is pointy in some way.",1,1,1,0,0,0,0,0,0,0
user_1594225543120,Explain,8,1,0,"The fish seem to be attracted to lure combinations where the bottom lure is pointy. The bottom lure of this lure combination was not pointy, so the fish was not attracted to it.",1,1,1,0,0,0,0,0,0,0
user_1594790436180,Describe,1,1,1,A red raindrop shape with a purple dot inside. Underneath it is a smaller yellow triangle.,0,2,0,2,2,0,2,1,0,1
user_1594790436180,Describe,2,1,0,A green circle with a blue raindrop shape under it.,0,2,0,2,2,0,2,0,0,0
user_1594790436180,Describe,3,1,0,A yellow diamond with a smaller green circle under it. There is a purple dot in the green circle.,0,2,0,2,2,0,2,1,0,1
user_1594790436180,Describe,4,1,1,A blue oval shape with a yellow star shape under it. A purple dot is in the star shape.,0,2,0,2,2,0,2,1,0,1
user_1594790436180,Describe,5,1,1,A red circle with a smaller green diamond under it.There is a purple dot in the circle and diamond.,0,2,0,2,2,0,2,2,0,2
user_1594790436180,Describe,6,1,0,A blue star with a smaller red circle under it.,0,2,0,2,2,0,2,0,0,0
user_1594790436180,Describe,7,1,1,A yellow diamond with a purple dot in it. A smaller blue diamond is under the yellow diamond.,0,2,0,2,2,0,2,1,0,1
user_1594790436180,Describe,8,1,0,A green reverse triangle with a red oval shape under it. Both of the triangle and oval shape have purple dots inside.,0,2,0,2,2,0,2,2,0,2
user_1594187133091,Explain,1,1,1,Bright lure with colors that stand out. This attracted the fish's attention and the fish went for the lure.,1,0,0,0,1,1,0,0,0,0
user_1594187133091,Explain,2,1,0,Not enough colors to stand out so it looks boring to the fish.,1,0,0,0,0,0,0,0,0,0
user_1594187133091,Explain,3,1,0,"Maybe the lure wasn't convincing enough. To the fish, it didn't look like food.",1,0,0,0,0,0,0,0,0,0
user_1594187133091,Explain,4,1,1,It might be that this lure looks like other prey the fish might eat. Or green drives away the fish.,2,0,0,0,1,0,1,0,0,0
user_1594187133091,Explain,5,1,1,This lure combo has a somewhat larger round object with a pointed shape at the bottom. The fish might be attracted to this pattern.,1,2,2,0,0,0,0,0,0,0
user_1594187133091,Explain,6,1,0,The bigger shape is the pointy one and the fish are attracted to lures that have big curvy shape.,1,2,2,0,0,0,0,0,0,0
user_1594187133091,Explain,7,1,1,The lure has attention-grabbing colors and looks like a fish.,2,0,0,0,1,1,0,0,0,0
user_1594187133091,Explain,8,1,0,Smaller shape not pointy enough.,0,1,1,0,0,0,0,0,0,0
user_1595825511443,Explain,1,1,1,I don't know,0,0,0,0,0,0,0,0,0,0
user_1595825511443,Explain,2,1,0,its a circle at the top,0,1,0,1,0,0,0,0,0,0
user_1595825511443,Explain,3,1,0,I don't know,0,0,0,0,0,0,0,0,0,0
user_1595825511443,Explain,4,1,1,yellow at the bottom?,0,0,0,0,1,0,1,0,0,0
user_1595825511443,Explain,5,1,1,I don't know,0,0,0,0,0,0,0,0,0,0
user_1595825511443,Explain,6,1,0,The bottom part of lure do not have any edge,0,1,1,0,0,0,0,0,0,0
user_1595825511443,Explain,7,1,1,the bottom part is a square,0,1,0,1,0,0,0,0,0,0
user_1595825511443,Explain,8,1,0,The bottom part does not have edge,0,1,1,0,0,0,0,0,0,0
user_1595289984368,Describe,1,1,1,Yellow cone below an orange water-dropped shape with a purple dot,0,2,0,2,2,0,2,1,0,1
user_1595289984368,Describe,2,1,0,blue water drop beneath a green sphere,0,2,0,2,2,0,2,0,0,0
user_1595289984368,Describe,3,1,0,yellow cube balancing on its apex above a small green sphere with a red dot,0,2,0,2,2,0,2,1,0,1
user_1595289984368,Describe,4,1,1,Long blue elliptical tube on top of a small yellow star that has a red dot,0,2,0,2,2,0,2,1,0,1
user_1595289984368,Describe,5,1,1,small green cube that has a red dot attached by its apex to a large red sphere with a small purple dot,0,2,0,2,2,0,2,2,0,2
user_1595289984368,Describe,6,1,0,large blue star on top of a small red sphere,0,2,0,2,2,0,2,0,0,0
user_1595289984368,Describe,7,1,1,"large yellow cube with a purple dot, attached apex to apex to a small blue cube",0,2,0,2,2,0,2,1,0,1
user_1595289984368,Describe,8,1,0,"large green cone attached by its apex to a small red elliptical tube, both with small purple dots",0,2,0,2,2,0,2,2,0,2
user_1594264311040,Describe,1,1,1,A purple dot is in the top left of a red teardrop with an upside-down yellow triangle connected to the bottom of it.,0,2,0,2,2,0,2,1,0,1
user_1594264311040,Describe,2,1,0,A big green circle is above a small blue teardrop connected to it by the point.,0,2,0,2,2,0,2,0,0,0
user_1594264311040,Describe,3,1,0,"A medium-sized yellow square connects, by its bottom point, to a small green circle with a tiny purple dot in its bottom right.",0,2,0,2,2,0,2,1,0,1
user_1594264311040,Describe,4,1,1,A long blue oval connects to a yellow 4-pointed star with a purple dot in the top right region of its center.,0,2,0,2,2,0,2,1,0,1
user_1594264311040,Describe,5,1,1,A big red circle with a purple dot near its center connects below it to a small green square on its point which has a purple dot in its center-right region.,0,2,0,2,2,0,2,2,0,2
user_1594264311040,Describe,6,1,0,A big blue four-pointed star is above a smaller red circle.,0,2,0,2,2,0,2,0,0,0
user_1594264311040,Describe,7,1,1,A big yellow square has a purple dot near its top point and connects at its bottom point to the point of a smaller blue square.,0,2,0,2,2,0,2,1,0,1
user_1594264311040,Describe,8,1,0,"A big green upside-down triangle has in its top left corner a purple dot and connects by its bottom point to a smaller, tall red oval with a purple dot near its center toward the left.",0,2,0,2,2,0,2,2,0,2
user_1595197269992,Explain,1,1,1,Maybe the colors attracted the fish,1,0,0,0,0,0,0,0,0,0
user_1595197269992,Explain,2,1,0,Maybe the colors are not attractive,1,0,0,0,0,0,0,0,0,0
user_1595197269992,Explain,3,1,0,Maybe it was too small of a lure,1,0,0,0,0,0,0,0,0,0
user_1595197269992,Explain,4,1,1,The lure looks bigger,0,0,0,0,0,0,0,0,0,0
user_1595197269992,Explain,5,1,1,Maybe it is because it is a round top part with a point on the bottom part,0,2,2,0,0,0,0,0,0,0
user_1595197269992,Explain,6,1,0,It is rounded on the bottom and pointy on top,0,2,2,0,0,0,0,0,0,0
user_1595197269992,Explain,7,1,1,The bottom is pointy,0,1,1,0,0,0,0,0,0,0
user_1595197269992,Explain,8,1,0,The bottom is round,0,1,1,0,0,0,0,0,0,0
user_1594263005495,Explain,1,1,1,Better to bite the baite,1,0,0,0,0,0,0,0,0,0
user_1594263005495,Explain,2,1,0,The shape is not right,0,0,0,0,0,0,0,0,0,0
user_1594263005495,Explain,3,1,0,the baite is not right,0,0,0,0,0,0,0,0,0,0
user_1594263005495,Explain,4,1,1,The sahpe is better to catch,1,0,0,0,0,0,0,0,0,0
user_1594263005495,Explain,5,1,1,the square shape is better to catch the fish,1,1,0,1,0,0,0,0,0,0
user_1594263005495,Explain,6,1,0,the baite is the wrong shape,0,0,0,0,0,0,0,0,0,0
user_1594263005495,Explain,7,1,1,there is an edge at the bbairte,0,1,1,0,0,0,0,0,0,0
user_1594263005495,Explain,8,1,0,the baite shape is not right,0,0,0,0,0,0,0,0,0,0
user_1595292781860,Explain,1,1,1,The lure bait was what the fish liked?,0,0,0,0,0,0,0,0,0,0
user_1595292781860,Explain,2,1,0,The shape of the lure was not compatible,0,0,0,0,0,0,0,0,0,0
user_1595292781860,Explain,3,1,0,The lure was a circle,0,1,0,1,0,0,0,0,0,0
user_1595292781860,Explain,4,1,1,"The bottom part of the lure is a triangle, which is similar to the first one",0,1,0,1,0,0,0,0,0,0
user_1595292781860,Explain,5,1,1,The lure is shaped as a diamond. The bottom part is a triangle - which can catch fish,0,2,0,2,0,0,0,0,0,0
user_1595292781860,Explain,6,1,0,The fishing lure used is a circle -previous data shows it can't catch fish.,0,1,0,1,0,0,0,0,0,0
user_1595292781860,Explain,7,1,1,Bottom part is a triangle,0,1,0,1,0,0,0,0,0,0
user_1595292781860,Explain,8,1,0,Oval fishing lure - can't catch fish,0,1,0,1,0,0,0,0,0,0
user_1595046416456,Describe,1,1,1,red tear drop with purple dot on left side and upside-down yellow triangle attached to bottom,0,2,0,2,2,0,2,1,0,1
user_1595046416456,Describe,2,1,0,green circle with blue teardrop attached to bottom,0,2,0,2,2,0,2,0,0,0
user_1595046416456,Describe,3,1,0,yellow diamond with green circle attached to bottom with a purple dot inside near bottom right side,0,2,0,2,2,0,2,1,0,1
user_1595046416456,Describe,4,1,1,blue oval with yellow 4 sided star attached to bottom with purple dot inside near top right corner,0,2,0,2,2,0,2,1,0,1
user_1595046416456,Describe,5,1,1,red circle with purple dot near center with green diamond attached to bottom with purple dot at right corner,0,2,0,2,2,0,2,2,0,2
user_1595046416456,Describe,6,1,0,blue star with red circle attached to bottom,0,2,0,2,2,0,2,0,0,0
user_1595046416456,Describe,7,1,1,yellow diamond with purple dot in top right side with blue diamond attached to bottom,0,2,0,2,2,0,2,1,0,1
user_1595046416456,Describe,8,1,0,green upside-down triangle with purple dot in top left corner and red oval attached to bottom with purple dot in left center,0,2,0,2,2,0,2,2,0,2
user_1595141320973,Describe,1,1,1,"the top has a water-drop shape with a purple dot on the left side, and the bottom part looks like a triangle",0,2,0,2,0,0,0,1,0,1
user_1595141320973,Describe,2,1,0,this lure combination has a circle on top and the bottom has a water-drop shape,0,2,0,2,0,0,0,0,0,0
user_1595141320973,Describe,3,1,0,this lure combination has a square on top and a circle on the bottom with a small dot on the right bottom part of the circle,0,2,0,2,0,0,0,1,0,1
user_1595141320973,Describe,4,1,1,the top has a oval shape and the bottom has a star-shaped with a dot in the middle,0,2,0,2,0,0,0,1,0,1
user_1595141320973,Describe,5,1,1,"it has a circle shape on top with a dot on it, and the bottom looks like a square with a dot on it",0,2,0,2,0,0,0,2,0,2
user_1595141320973,Describe,6,1,0,this lure combination has a star shape and the bottom is a circle,0,2,0,2,0,0,0,0,0,0
user_1595141320973,Describe,7,1,1,it contains two square shaped part and the top one has a dot on the right top part,0,2,0,2,0,0,0,1,0,1
user_1595141320973,Describe,8,1,0,the top of the lure is a reversed triangle and the bottom is a small oval shape,0,2,0,2,0,0,0,0,0,0
user_1594170638120,Explain,1,1,1,Possibly because it resembles a fish with an eye and the triangle as a tail.,1,1,0,1,0,0,0,1,1,0
user_1594170638120,Explain,2,1,0,Doesn't resemble another animal and might have been difficultt for the fish to hook onto.,2,0,0,0,0,0,0,0,0,0
user_1594170638120,Explain,3,1,0,"Similarly to the other one, the circle may have made it difficult for the fish to hook onto.",1,1,0,1,0,0,0,0,0,0
user_1594170638120,Explain,4,1,1,"Could be easier to hook onto, the shapes that are more triangular seem to work in luring.",1,1,0,1,0,0,0,0,0,0
user_1594170638120,Explain,5,1,1,"Similarly, to the other lure combinations that worked, the bottom shape has a more triangular shape.",0,1,0,1,0,0,0,0,0,0
user_1594170638120,Explain,6,1,0,"Due to the bottom shape being a circle, it could be difficult for the fish to hook onto.",1,1,0,1,0,0,0,0,0,0
user_1594170638120,Explain,7,1,1,Also resembles a fish and the triangular bottom shape.,1,1,0,1,0,0,0,0,0,0
user_1594170638120,Explain,8,1,0,The bottom shape is an oval so the fish don't hook onto it.,1,1,0,1,0,0,0,0,0,0
user_1594191805973,Explain,1,1,1,It has more than one kind of lure.,0,0,0,0,0,0,0,0,0,0
user_1594191805973,Explain,2,1,0,This combination includes neither kind of lure in the successful combination.,0,0,0,0,0,0,0,0,0,0
user_1594191805973,Explain,3,1,0,This combination contains neither kind of lure in the successful combination.,0,0,0,0,0,0,0,0,0,0
user_1594191805973,Explain,4,1,1,not sure,0,0,0,0,0,0,0,0,0,0
user_1594191805973,Explain,5,1,1,not sure,0,0,0,0,0,0,0,0,0,0
user_1594191805973,Explain,6,1,0,not sure,0,0,0,0,0,0,0,0,0,0
user_1594191805973,Explain,7,1,1,not sure,0,0,0,0,0,0,0,0,0,0
user_1594191805973,Explain,8,1,0,not sure,0,0,0,0,0,0,0,0,0,0
user_1595889249516,Explain,1,1,1,bait,0,0,0,0,0,0,0,0,0,0
user_1595889249516,Explain,2,1,0,didnt have right lure,0,0,0,0,0,0,0,0,0,0
user_1595889249516,Explain,3,1,0,not the right lure,0,0,0,0,0,0,0,0,0,0
user_1595889249516,Explain,4,1,1,yellow end,0,0,0,0,1,0,1,0,0,0
user_1595889249516,Explain,5,1,1,red lure,0,0,0,0,1,0,1,0,0,0
user_1595889249516,Explain,6,1,0,red end,0,0,0,0,1,0,1,0,0,0
user_1595889249516,Explain,7,1,1,square lure,0,1,0,1,0,0,0,0,0,0
user_1595889249516,Explain,8,1,0,only one circle on lure,0,1,0,1,0,0,0,0,0,0
user_1595998510210,Describe,1,1,1,With fire.,0,0,0,0,0,0,0,0,0,0
user_1595998510210,Describe,2,1,0,The tool cannot catch the fish.,0,0,0,0,0,0,0,0,0,0
user_1595998510210,Describe,3,1,0,The tool cannot catch the fish,0,0,0,0,0,0,0,0,0,0
user_1595998510210,Describe,4,1,1,The tool is useful enough to catch the fish.,0,0,0,0,0,0,0,0,0,0
user_1595998510210,Describe,5,1,1,The tool can catch the fish.,0,0,0,0,0,0,0,0,0,0
user_1595998510210,Describe,6,1,0,The tool cannot catch the fish.,0,0,0,0,0,0,0,0,0,0
user_1595998510210,Describe,7,1,1,The fish can catch the fish.,0,0,0,0,0,0,0,0,0,0
user_1595998510210,Describe,8,1,0,The tool cannot catch the fish.,0,0,0,0,0,0,0,0,0,0
user_1595627335626,Explain,1,1,1,Shy might have caught a fish with this lure combination because it resembles food that the fish may eat.,1,0,0,0,0,0,0,0,0,0
user_1595627335626,Explain,2,1,0,"it might not have caught any fish because it is round, unlike the pointed lure beforehand.",0,2,2,0,0,0,0,0,0,0
user_1595627335626,Explain,3,1,0,It still has a round bottom.,0,1,1,0,0,0,0,0,0,0
user_1595627335626,Explain,4,1,1,The bottom shape is pointy and yellow.,0,1,1,0,1,0,1,0,0,0
